id,candidatoId,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,fecha
61,17,2,4,3,3,5,5,2,4,5,1,1,2,5,3,2,4,2,1,2,2,3,4,5,1,1,5,2019-02-07T15:23:59.136552
62,4,3,4,5,2,4,4,2,4,4,2,2,4,4,3,3,4,2,5,2,2,2,4,5,2,1,5,2019-02-07T15:27:01.665517
63,4,3,4,5,3,4,4,4,4,4,4,4,1,4,2,2,4,2,2,2,1,2,4,5,2,2,4,2019-02-07T15:31:46.418950
64,9,5,5,3,5,1,4,3,5,4,3,1,4,4,4,4,3,3,1,5,5,5,5,5,5,5,4,2019-02-07T15:32:59.559890
65,11,2,4,2,2,5,5,5,2,5,5,2,3,5,5,1,4,2,2,5,5,4,5,5,3,1,1,2019-02-07T15:47:22.141408
66,9,4,5,4,3,3,5,4,5,5,4,4,5,5,5,3,4,5,1,4,4,5,2,5,2,3,5,2019-02-07T15:47:58.011452
67,4,4,3,4,4,4,4,4,2,4,3,2,1,4,2,1,3,2,2,2,1,1,2,5,1,1,5,2019-02-07T15:50:11.615508
68,17,4,5,3,5,2,5,5,4,5,4,3,4,5,3,3,5,4,1,4,1,4,4,5,1,1,5,2019-02-07T15:52:55.295532
69,19,2,5,5,2,4,4,2,5,4,4,3,5,4,3,3,4,5,2,3,2,2,2,5,2,1,5,2019-02-07T16:08:09.657472
70,18,3,1,4,2,4,4,2,1,3,4,1,3,5,2,1,4,1,4,1,4,2,4,5,1,1,5,2019-02-07T16:16:45.696393
71,18,2,4,5,4,5,2,1,2,3,5,1,1,4,1,1,3,2,3,2,1,2,2,5,2,1,5,2019-02-07T16:21:52.860343
72,14,3,2,5,1,2,2,1,2,2,4,1,1,4,1,3,5,3,2,2,1,2,4,5,1,1,5,2019-02-07T16:30:19.959605
73,21,2,4,3,3,4,5,2,3,3,3,2,2,4,2,3,3,2,3,3,3,2,3,5,1,1,4,2019-02-07T16:33:09.617313
74,17,2,4,2,4,4,5,4,3,4,1,2,2,3,2,4,3,4,5,1,2,3,4,5,1,1,5,2019-02-07T16:35:03.086089
75,2,1,3,3,2,5,4,2,1,4,4,1,1,4,1,3,4,1,2,1,1,2,3,5,2,1,5,2019-02-07T16:43:03.790337
76,4,4,5,2,1,5,4,3,2,5,2,2,2,4,1,2,3,4,4,1,1,1,1,5,1,1,4,2019-02-07T16:43:56.709570
77,17,3,4,2,5,2,4,4,4,5,2,2,1,4,1,2,4,1,3,1,1,1,4,5,1,1,5,2019-02-07T16:46:44.636858
78,10,2,5,2,4,5,5,2,2,4,1,5,5,5,4,1,4,5,1,2,5,4,5,5,5,5,5,2019-02-07T16:51:13.261421
79,17,3,5,2,2,5,5,4,4,4,3,5,1,5,2,3,3,5,2,4,4,3,5,5,3,3,5,2019-02-07T16:56:57.004455
80,19,3,1,5,1,3,4,1,2,2,3,2,4,5,1,2,4,4,3,2,1,3,4,5,2,2,2,2019-02-07T17:08:25.274520
81,4,2,3,4,2,5,4,1,2,4,4,1,1,5,1,1,4,2,1,2,1,1,2,5,1,1,4,2019-02-07T17:10:39.107784
82,17,4,4,5,3,4,4,4,4,4,2,1,4,3,3,2,5,3,4,4,2,4,2,5,2,1,4,2019-02-07T17:14:17.424079
